Asunto,Género,Edad,Rango-Edad,Escolaridad,Ocupación,Pertenencia étnica,Discapacidad,Orientación sexual,Identidad de género,Desplazado,Estado civil,Factor vulnerabilidad,Fecha del hecho,Mes,Día,Hora (MM:MM),Rango-hora,DEPARTAMENTO,Municipio,Barrio/vereda,Comuna/corregimiento,Zona del hecho,Circunstancia,Contexto hecho,Mecanismo múltiple,Objeto vulnerante,Presunto agresor
Sin dato,Masculino,19,18-19,Bachillerato sin terminar,Ninguna,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Soltero (a),Sin dato,05/09/2018,septiembre,miércoles,12:30:00,12:00- 17:59,HUILA,NEIVA,EL LIMONAR I HASTA VIII,Comuna 6,Cabecera municipal,Retención Legal,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Policía
Sin dato,Femenino,27,25-30,Primaria sin terminar,Vendedores ambulantes,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Soltero (a),Sin dato,05/09/2018,septiembre,miércoles,13:00:00,12:00- 17:59,HUILA,NEIVA,EL LIMONAR I HASTA VIII,Comuna 6,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Otro,Conocido
Sin dato,Femenino,23,20-24,Básica primaria,Oficios varios,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Casado (a),Sin dato,05/09/2018,septiembre,miércoles,15:10:00,12:00- 17:59,HUILA,NEIVA,CALIXTO LEIVA,Comuna 7,Cabecera municipal,Hurto,Violencia interpersonal,Sin dato,,Delincuencia común
Sin dato,Masculino,25,25-30,Bachillerato,Vigilantes y celadores,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Soltero (a),Sin dato,06/09/2018,septiembre,jueves,12:00:00,12:00- 17:59,HUILA,NEIVA,BOGOTA,Comuna 6,Cabecera municipal,Retención Legal,Violencia interpersonal,Abrasivo,Otro,Policía
Sin dato,Femenino,26,25-30,Bachillerato sin terminar,Ama de casa / Encargado (a) del hogar,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Unión libre,Sin dato,06/09/2018,septiembre,jueves,13:45:00,12:00- 17:59,HUILA,NEIVA,BELLA VISTA,Comuna 6,Cabecera municipal,Hurto,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Delincuencia común
Lesiones No Fatales,Femenino,19,18-19,Técnica/Tecnológica,HOGAR,Sin dato,Sin dato,Heterosexual,Sin dato,Sin dato,Soltero (a),Sin dato,06/09/2018,septiembre,jueves,17:20:00,12:00- 17:59,HUILA,NEIVA,LOMA DE LA CRUZ,Comuna 5,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Vecino
Sin dato,Masculino,42,41-45,Técnica/Tecnológica,Miembros de las Fuerzas Armadas y de Policía,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Unión libre,Sin dato,06/09/2018,septiembre,jueves,20:00:00,18:00 -23:59,HUILA,NEIVA,VILLA MILENA,Comuna 2,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Conocido
Sin dato,Masculino,20,20-24,Técnica/Tecnológica,Ninguna,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Unión libre,Sin dato,07/09/2018,septiembre,viernes,11:40:00,6:00 -11:59,HUILA,NEIVA,EL JARDIN,Comuna 5,Cabecera municipal,Sin dato,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Sin dato
Sin dato,Masculino,22,20-24,Bachillerato sin terminar,Recolectores de material reciclable,Sin dato,Sin dato,Heterosexual,Sin dato,Sin dato,Soltero (a),Sin dato,07/09/2018,septiembre,viernes,9:00:00,6:00 -11:59,HUILA,NEIVA,EL JARDIN,Comuna 5,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Policía
Lesiones,Masculino,23,20-24,Básica primaria,Pensionados / Jubilados,Sin dato,Sin dato,Heterosexual,Sin dato,Sin dato,Separado (a),Sin dato,07/09/2018,septiembre,viernes,9:00:00,6:00 -11:59,HUILA,NEIVA,LOS ALPES,Comuna 8,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Otro
Sin dato,Masculino,26,25-30,Técnica/Tecnológica,Miembros de las Fuerzas Armadas y de Policía,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Casado (a),Sin dato,07/09/2018,septiembre,viernes,11:40:00,6:00 -11:59,HUILA,NEIVA,EL JARDIN,Comuna 5,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,No Identificado
Sin dato,Masculino,26,25-30,Primaria sin terminar,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Unión libre,Sin dato,07/09/2018,septiembre,viernes,11:50:00,6:00 -11:59,HUILA,NEIVA,EL JARDIN,Comuna 5,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Policía
Sin dato,Masculino,29,25-30,Bachillerato,Miembros de las Fuerzas Armadas y de Policía,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Casado (a),Sin dato,07/09/2018,septiembre,viernes,12:00:00,12:00- 17:59,HUILA,NEIVA,EL JORDAN,Comuna 5,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Delincuencia común
Sin dato,Masculino,13,10-14,Bachillerato sin terminar,Estudiante,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Unión libre,Sin dato,14/09/2018,septiembre,viernes,17:30:00,12:00- 17:59,HUILA,NEIVA,ASENTAMIENTO LA PRIMAVERA,Comuna 6,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Otro,Vecino
Sin dato,Masculino,19,18-19,Bachillerato sin terminar,Reclusos en centro penitenciario,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Soltero (a),Sin dato,08/09/2018,septiembre,sábado,8:30:00,6:00 -11:59,HUILA,NEIVA,CANDIDO LEGUIZAMO,Comuna 1,Cabecera municipal,Retención Legal,Violencia interpersonal,Punzante,Herramientas,Compañero de celda
Sin dato,Masculino,24,20-24,Primaria sin terminar,Ama de casa / Encargado (a) del hogar,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Unión libre,Sin dato,08/09/2018,septiembre,sábado,12:30:00,12:00- 17:59,HUILA,NEIVA,CENTRO,Comuna 4,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Utensilios de cocina y de mesa,Vecino
Sin dato,Femenino,39,36-40,Bachillerato,Ama de casa / Encargado (a) del hogar,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Soltero (a),Sin dato,08/09/2018,septiembre,sábado,16:30:00,12:00- 17:59,HUILA,NEIVA,SANTA MONICA,Comuna 2,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Vecino
Sin dato,Masculino,33,31-35,Pregrado sin terminar,"Arquitectos, ingenieros y afines",Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Unión libre,Sin dato,08/09/2018,septiembre,sábado,17:30:00,12:00- 17:59,HUILA,NEIVA,LA LIBERTAD,Comuna 5,Cabecera municipal,Embriaguez (Alcohólica y no alcohólica),Violencia interpersonal,Contundente,"Alguna parte del cuerpo
Otro",Policía
Sin dato,Masculino,62,>61,Básica primaria,Oficiales y operarios de la construcción,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Separado (a),Sin dato,08/09/2018,septiembre,sábado,20:00:00,18:00 -23:59,HUILA,NEIVA,SIETE DE AGOSTO,Comuna 5,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,"Alguna parte del cuerpo
Otro",Otro
Sin dato,Femenino,15,15-17,Bachillerato sin terminar,Estudiante,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Casado (a),Sin dato,08/09/2018,septiembre,sábado,Sin dato,Sin dato,HUILA,NEIVA,SIETE DE AGOSTO,Comuna 5,Cabecera municipal,Riña,Violencia interpersonal,Contundente,"Alguna parte del cuerpo
Otro",Conocido
Sin dato,Masculino,20,20-24,Bachillerato,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Soltero (a),Sin dato,08/09/2018,septiembre,sábado,Sin dato,Sin dato,HUILA,NEIVA,LAS PALMAS,Comuna 10,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Otro,Conocido
Sin dato,Masculino,23,20-24,Bachillerato sin terminar,Oficios varios,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Separado (a),Sin dato,09/09/2018,septiembre,domingo,3:00:00,00:00 - 5:59,HUILA,NEIVA,ASENTAMIENTO BAJO TENERIFE,Comuna 3,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,No Identificado
Sin dato,Masculino,29,25-30,Bachillerato,Agentes y policías de tránsito,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Separado (a),Sin dato,09/09/2018,septiembre,domingo,4:30:00,00:00 - 5:59,HUILA,NEIVA,ESTADIO URDANETA,Comuna 4,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Sin dato
Sin dato,Masculino,29,25-30,Pregrado sin terminar,Miembros de las Fuerzas Armadas y de Policía,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Separado (a),Sin dato,09/09/2018,septiembre,domingo,5:30:00,00:00 - 5:59,HUILA,NEIVA,CANAIMA,Comuna 6,Cabecera municipal,Atraco callejero o intento de,Violencia interpersonal,Contundente,Otro,Otro
Lesiones No Fatales,Masculino,22,20-24,Bachillerato sin terminar,PATRULLERO,Sin dato,Sin dato,Heterosexual,Sin dato,Sin dato,Separado (a),Sin dato,09/09/2018,septiembre,domingo,6:00:00,6:00 -11:59,HUILA,NEIVA,CANAIMA,Comuna 6,Cabecera municipal,Retención Legal,Violencia interpersonal,Contundente,Herramientas,Otro
Sin dato,Masculino,64,>61,Básica primaria,Conductores de vehículos de motor,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Unión libre,Sin dato,09/09/2018,septiembre,domingo,12:45:00,12:00- 17:59,HUILA,NEIVA,TEJARES DEL SUR,Comuna 6,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Otro
Sin dato,Masculino,64,>61,Básica primaria,Conductores de vehículos de motor,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Separado (a),Sin dato,09/09/2018,septiembre,domingo,21:00:00,18:00 -23:59,HUILA,NEIVA,CALIXTO LEIVA,Comuna 7,Cabecera municipal,Hurto,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Vecino
Sin dato,Masculino,70,>61,Bachillerato sin terminar,Pensionados / Jubilados,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Separado (a),Sin dato,09/09/2018,septiembre,domingo,23:00:00,18:00 -23:59,HUILA,NEIVA,TENERIFE,Comuna 3,Cabecera municipal,Hurto,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Delincuencia común
Sin dato,Masculino,34,31-35,Técnica/Tecnológica,Miembros de las Fuerzas Armadas y de Policía,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Soltero (a),Sin dato,09/09/2018,septiembre,domingo,Sin dato,Sin dato,HUILA,NEIVA,OBRERO,Comuna 7,Cabecera municipal,Riña,Violencia interpersonal,Sin dato,,Policía
Sin dato,Masculino,46,46-50,Bachillerato,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Soltero (a),Sin dato,09/09/2018,septiembre,domingo,Sin dato,Sin dato,HUILA,NEIVA,SIETE DE AGOSTO,Comuna 5,Cabecera municipal,Riña,Violencia interpersonal,Punzante,Arma blanca,Vecino
Sin dato,Femenino,24,20-24,Bachillerato sin terminar,"Personal doméstico, aseadores, lavanderos, Planchadores y afines",Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Soltero (a),Sin dato,09/09/2018,septiembre,domingo,Sin dato,18:00 -23:59,HUILA,NEIVA,ALFONSO LOPEZ PUMAREJO,Comuna 8,Cabecera municipal,Ajuste de cuentas,Violencia interpersonal,Arma de fuego,Sin dato,Otro
Sin dato,Masculino,22,20-24,Bachillerato sin terminar,Recolectores de material reciclable,Sin dato,Sin dato,Heterosexual,Sin dato,Sin dato,Unión libre,Sin dato,10/09/2018,septiembre,lunes,3:30:00,00:00 - 5:59,HUILA,NEIVA,EL TIZON,Comuna 1,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Otro,Conocido
Lesiones No Fatales,Masculino,22,20-24,Técnica/Tecnológica,PATRULLERO,Sin dato,Sin dato,Heterosexual,Sin dato,Sin dato,Unión libre,Sin dato,10/09/2018,septiembre,lunes,23:00:00,18:00 -23:59,HUILA,NEIVA,LAS PALMAS,Comuna 10,Cabecera municipal,Sin dato,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Sin dato
Sin dato,Masculino,27,25-30,Bachillerato,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Soltero (a),Sin dato,10/09/2018,septiembre,lunes,15:25:00,12:00- 17:59,HUILA,NEIVA,BOGOTA,Comuna 6,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Otro,Delincuencia común
Sin dato,Masculino,30,25-30,Pregrado sin terminar,Operarios del procesamiento de alimentos y afines,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Casado (a),Sin dato,10/09/2018,septiembre,lunes,15:25:00,12:00- 17:59,HUILA,NEIVA,JOSÉ ANTONIO GALÁN,Comuna 6,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,"Alguna parte del cuerpo
Otro",Delincuencia común
Lesiones,Femenino,27,25-30,Educación preescolar,Oficios varios,Sin dato,Sin dato,Heterosexual,Sin dato,Sin dato,Soltero (a),Sin dato,10/09/2018,septiembre,lunes,20:00:00,18:00 -23:59,HUILA,NEIVA,LAS PALMAS,Comuna 10,Cabecera municipal,Riña,Violencia interpersonal,Cortante,Arma blanca,Vecino
Sin dato,Masculino,18,18-19,Básica primaria,"Personal de servicios de restaurantes, alimentos y bebidas",Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Unión libre,Sin dato,10/09/2018,septiembre,lunes,Sin dato,Sin dato,HUILA,NEIVA,SIN DATO,NA,Cabecera municipal,Hurto,Violencia interpersonal,Arma de Fuego,Arma de fuego,Conocido
Sin dato,Masculino,20,20-24,Pregrado sin terminar,Estudiante,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Unión libre,Sin dato,11/09/2018,septiembre,martes,3:00:00,00:00 - 5:59,HUILA,NEIVA,EL TIZON,Comuna 1,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Otro,Amigo (a)
Sin dato,Masculino,33,31-35,Bachillerato,Operadores de maquinaria agrícola móvil y de otras máquinas móviles,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Casado (a),Sin dato,11/09/2018,septiembre,martes,Sin dato,Sin dato,HUILA,NEIVA,LA INMACULADA,Comuna 1,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Otro,Amigo (a)
Sin dato,Masculino,64,>61,Bachillerato,"Escritores, periodistas y afines",Sin pertenencia étnica,Sin dato,Sin dato,Sin dato,Sin dato,No aplica,Sin dato,11/09/2018,septiembre,martes,Sin dato,Sin dato,HUILA,NEIVA,CUARTO CENTENARIO,Comuna 6,Cabecera municipal,Sin dato,Violencia interpersonal,Contundente,Otro,Otro
Sin dato,Femenino,26,25-30,Técnica/Tecnológica,Miembros de las Fuerzas Armadas y de Policía,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Unión libre,Sin dato,11/09/2018,septiembre,martes,2:30:00,00:00 - 5:59,HUILA,NEIVA,PUERTAS DEL SOL,Comuna 6,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,"Alguna parte del cuerpo
Otro",Policía
Lesiones,Femenino,45,41-45,Bachillerato sin terminar,"Técnicos en ingeniería civil, arquitectura y afines",Sin dato,Sin dato,Heterosexual,Sin dato,Sin dato,Unión libre,Sin dato,11/09/2018,septiembre,martes,9:00:00,6:00 -11:59,HUILA,NEIVA,CENTRO,Comuna 4,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Policía
Sin dato,Femenino,26,25-30,Pregrado sin terminar,Estudiante,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Casado (a),Sin dato,11/09/2018,septiembre,martes,16:30:00,12:00- 17:59,HUILA,NEIVA,LUIS EDUARDO VANEGAS,Comuna 9,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Otro,Vecino
Sin dato,Masculino,27,25-30,Bachillerato,Vendedores a domicilio y por teléfono,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Soltero (a),Sin dato,12/09/2018,septiembre,miércoles,17:00:00,12:00- 17:59,HUILA,NEIVA,CENTRO,Comuna 4,Cabecera municipal,Retención Legal,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Otro
Sin dato,Femenino,31,31-35,Pregrado sin terminar,Otros trabajadores empleados sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Unión libre,Sin dato,12/09/2018,septiembre,miércoles,20:00:00,18:00 -23:59,HUILA,NEIVA,PANORAMA,Comuna 8,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Vecino
Sin dato,Masculino,46,46-50,Básica primaria,"Agricultores y trabajadores forestales, pecuarios y pesqueros",Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Unión libre,Sin dato,12/09/2018,septiembre,miércoles,20:00:00,18:00 -23:59,HUILA,NEIVA,PANORAMA,Comuna 8,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Vecino
Sin dato,Masculino,17,15-17,Bachillerato sin terminar,Estudiante,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Unión libre,Sin dato,12/09/2018,septiembre,miércoles,21:00:00,18:00 -23:59,HUILA,NEIVA,LA VEGA,Comuna 2,Cabecera municipal,Riña,Violencia interpersonal,Contundente,"Alguna parte del cuerpo
Otro",Vecino
Sin dato,Masculino,13,10-14,Bachillerato sin terminar,Estudiante,Sin pertenencia étnica,Sin dato,Sin dato,Sin dato,Sin dato,No aplica,Sin dato,13/09/2018,septiembre,jueves,8:00:00,6:00 -11:59,HUILA,NEIVA,OASIS,Comuna 6,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,"Alguna parte del cuerpo
Otro",Vecino
Sin dato,Femenino,23,20-24,Bachillerato,"Vendedores y demostradores de tiendas, almacenes y afines",Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Soltero (a),Sin dato,14/09/2018,septiembre,viernes,13:00:00,12:00- 17:59,HUILA,NEIVA,ASENTAMIENTO SECTOR CARBONELL,Comuna 9,Cabecera municipal,Riña,Violencia interpersonal,Sin dato,,Policía
Sin dato,Femenino,30,25-30,Bachillerato,Ama de casa / Encargado (a) del hogar,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Soltero (a),Sin dato,14/09/2018,septiembre,viernes,13:00:00,12:00- 17:59,HUILA,NEIVA,ASENTAMIENTO SECTOR CARBONELL,Comuna 9,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Policía
Sin dato,Femenino,36,36-40,Bachillerato,Oficios varios,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Soltero (a),Sin dato,14/09/2018,septiembre,viernes,17:00:00,12:00- 17:59,HUILA,NEIVA,LAS GRANJAS,Comuna 2,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Compañero (a) de trabajo
Sin dato,Masculino,39,36-40,Bachillerato,Oficiales y operarios de la construcción,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Soltero (a),Sin dato,14/09/2018,septiembre,viernes,17:30:00,12:00- 17:59,HUILA,NEIVA,ASENTAMIENTO LA PRIMAVERA,Comuna 6,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Otro,Vecino
Sin dato,Masculino,39,36-40,Básica primaria,Conductores de vehículos de motor,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Unión libre,Sin dato,14/09/2018,septiembre,viernes,17:30:00,12:00- 17:59,HUILA,NEIVA,INVASION LA PRIMAVERA,Comuna 6,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,"Alguna parte del cuerpo
Otro",Vecino
Sin dato,Femenino,15,15-17,Bachillerato sin terminar,Estudiante,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Soltero (a),Sin dato,15/09/2018,septiembre,sábado,17:00:00,12:00- 17:59,HUILA,NEIVA,LA TOMA,Comuna 3,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Vecino
Sin dato,Femenino,38,36-40,Bachillerato,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Soltero (a),Sin dato,15/09/2018,septiembre,sábado,20:00:00,18:00 -23:59,HUILA,NEIVA,CENTRO,Comuna 4,Cabecera municipal,Riña,Violencia interpersonal,Contundente,Herramientas,Compañero de celda
Sin dato,Femenino,64,>61,Bachillerato,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Soltero (a),Sin dato,16/09/2018,septiembre,domingo,5:00:00,00:00 - 5:59,HUILA,NEIVA,EL JARDIN,Comuna 5,Cabecera municipal,Riña,Violencia interpersonal,Punzante,Arma blanca,Sin dato
Sin dato,Femenino,55,51-55,Primaria sin terminar,Ama de casa / Encargado (a) del hogar,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Soltero (a),Sin dato,16/09/2018,septiembre,domingo,8:15:00,6:00 -11:59,HUILA,NEIVA,LOS PARQUES,Comuna 8,Cabecera municipal,Retención Legal,Violencia interpersonal,Sin dato,,Policía
Sin dato,Masculino,21,20-24,Bachillerato sin terminar,Oficios varios,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Separado (a),Sin dato,16/09/2018,septiembre,domingo,12:30:00,12:00- 17:59,HUILA,NEIVA,LAS GRANJAS,Comuna 2,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,"Alguna parte del cuerpo
Otro",Conocido
Sin dato,Masculino,40,36-40,Bachillerato sin terminar,Vendedores ambulantes,Sin pertenencia étnica,Sin dato,Homosexual,Sin dato,Sin dato,Unión libre,Sin dato,16/09/2018,septiembre,domingo,17:00:00,12:00- 17:59,HUILA,NEIVA,VEREDA SAN ANTONIO DE ANACONIA CORREGIMIENTO DE VEGALARGA,Corregimiento Vegalarga,Rural disperso,Riña,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Vecino
Sin dato,Masculino,18,18-19,Bachillerato,Estudiante,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Unión libre,Sin dato,16/09/2018,septiembre,domingo,17:40:00,12:00- 17:59,HUILA,NEIVA,LA TOMA,Comuna 3,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,"Alguna parte del cuerpo
Otro",No Identificado
Sin dato,Masculino,46,46-50,Básica primaria,Otros trabajadores independientes sin ocupación especificada,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Unión libre,Sin dato,16/09/2018,septiembre,domingo,18:30:00,18:00 -23:59,HUILA,NEIVA,PRADERAS DEL NORTE,Comuna 9,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,"Alguna parte del cuerpo
Otro",Vecino
Sin dato,Masculino,23,20-24,Bachillerato sin terminar,"Agricultores y trabajadores forestales, pecuarios y pesqueros",Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Unión libre,Sin dato,16/09/2018,septiembre,domingo,23:30:00,18:00 -23:59,HUILA,NEIVA,LA TOMA,Comuna 3,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,"Alguna parte del cuerpo
Otro",Otro
Sin dato,Femenino,14,10-14,Bachillerato sin terminar,Estudiante,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Soltero (a),Sin dato,17/09/2018,septiembre,lunes,16:00:00,12:00- 17:59,HUILA,NEIVA,BOGOTA,Comuna 6,Cabecera municipal,Hurto,Violencia interpersonal,Sin dato,,Policía
Sin dato,Masculino,22,20-24,Bachillerato,Miembros de las Fuerzas Armadas y de Policía,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Soltero (a),Sin dato,18/09/2018,septiembre,martes,21:30:00,18:00 -23:59,HUILA,NEIVA,FORTALECILLAS,Corregimiento Fortalecillas,Cabecera municipal,Riña,Violencia interpersonal,Abrasivo,"Alguna parte del cuerpo
Herramientas",Sin dato
Sin dato,Femenino,19,18-19,Bachillerato,Estudiante,Sin pertenencia étnica,Sin dato,Sin dato,Sin dato,Sin dato,No aplica,Sin dato,19/09/2018,septiembre,miércoles,Sin dato,Sin dato,HUILA,NEIVA,VILLA TERESA,Comuna 10,Cabecera municipal,Sin dato,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Conocido
Lesiones,Femenino,27,25-30,Profesional/Posgrado,Estudiante,Sin dato,Sin dato,Heterosexual,Sin dato,Sin dato,Soltero (a),Sin dato,19/09/2018,septiembre,miércoles,23:30:00,18:00 -23:59,HUILA,NEIVA,LAS PALMAS,Comuna 10,Cabecera municipal,Hurto,Violencia interpersonal,Abrasivo,Alguna parte del cuerpo,Policía
Sin dato,Masculino,23,20-24,Bachillerato sin terminar,"Vendedores y demostradores de tiendas, almacenes y afines",Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Soltero (a),Sin dato,20/09/2018,septiembre,jueves,9:30:00,6:00 -11:59,HUILA,NEIVA,CENTRO,Comuna 4,Cabecera municipal,Sin dato,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Policía
Sin dato,Femenino,25,25-30,Bachillerato,"Personal de servicios de restaurantes, alimentos y bebidas",Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Unión libre,Sin dato,20/09/2018,septiembre,jueves,7:30:00,6:00 -11:59,HUILA,NEIVA,BOGOTA,Comuna 6,Cabecera municipal,Riña,Violencia interpersonal,Sin dato,,Vecino
Lesiones,Femenino,4,00-04,Educación preescolar,Estudiante,Sin dato,Sin dato,Heterosexual,Sin dato,Sin dato,Unión libre,Sin dato,20/09/2018,septiembre,jueves,7:30:00,6:00 -11:59,HUILA,NEIVA,BOGOTA,Comuna 6,Cabecera municipal,Atraco callejero o intento de,Violencia interpersonal,Contundente,Alguna parte del cuerpo,Pandillas/Combos
Sin dato,Masculino,28,25-30,Bachillerato sin terminar,Otras ocupaciones no clasificadas,Sin pertenencia étnica,Sin dato,Heterosexual,Sin dato,Sin dato,Separado (a),Sin dato,20/09/2018,septiembre,jueves,10:30:00,6:00 -11:59,HUILA,NEIVA,EL BOSQUE,Comuna 6,Cabecera municipal,Atraco callejero o intento de,Violencia interpersonal,Contundente,"Alguna parte del cuerpo
Otro",Vecino
